Datetime,Open,High,Low,Close,Volume
2023-08-01 08:00:00,29220.8,29277.0,29200.9,29272.3,4934.266
2023-08-01 09:00:00,29272.3,29337.3,29155.3,29185.7,12283.595
2023-08-01 10:00:00,29185.7,29207.2,28684.7,28917.4,49867.433
2023-08-01 11:00:00,28917.4,28942.2,28800.0,28820.1,21381.654
2023-08-01 12:00:00,28820.1,28917.4,28785.3,28852.2,15579.996
2023-08-01 13:00:00,28852.2,28914.3,28839.2,28910.6,7580.32
2023-08-01 14:00:00,28910.5,28959.0,28891.9,28900.1,8482.13
2023-08-01 15:00:00,28900.1,28931.2,28882.4,28921.2,7162.153
2023-08-01 16:00:00,28921.2,28986.5,28896.9,28983.7,6875.45
2023-08-01 17:00:00,28983.8,28985.9,28912.8,28916.9,5903.094
2023-08-01 18:00:00,28916.8,28935.0,28880.1,28915.4,6733.379
2023-08-01 19:00:00,28915.5,28919.5,28850.1,28853.0,6800.369
2023-08-01 20:00:00,28852.9,28920.0,28715.0,28867.9,22506.376
2023-08-01 21:00:00,28867.9,28906.5,28852.6,28857.0,7438.17
2023-08-01 22:00:00,28857.0,28894.0,28772.6,28816.3,12798.888
2023-08-01 23:00:00,28816.4,28973.6,28550.0,28942.9,50185.272
2023-08-02 00:00:00,28943.0,29046.2,28850.2,28922.1,28911.002
2023-08-02 01:00:00,28922.2,28975.7,28916.0,28941.4,7971.152
2023-08-02 02:00:00,28941.5,29269.0,28941.5,29261.5,34600.886
2023-08-02 03:00:00,29261.4,29330.0,29201.1,29263.6,26878.081
2023-08-02 04:00:00,29263.5,29299.4,29170.0,29221.3,13583.72
2023-08-02 05:00:00,29221.2,29315.0,29182.0,29235.0,9343.64
2023-08-02 06:00:00,29235.1,29244.9,29188.7,29242.8,4698.263
2023-08-02 07:00:00,29242.9,29735.0,29239.4,29701.2,69829.354
2023-08-02 08:00:00,29701.2,29835.0,29673.6,29816.8,50073.392
2023-08-02 09:00:00,29816.7,30059.9,29778.0,29835.6,41354.861
2023-08-02 10:00:00,29835.6,29873.8,29777.0,29799.9,18379.529
2023-08-02 11:00:00,29799.9,29809.9,29607.6,29622.5,23825.316
2023-08-02 12:00:00,29622.5,29719.5,29575.2,29667.3,17604.012
2023-08-02 13:00:00,29667.3,29668.1,29590.1,29645.1,8492.07
2023-08-02 14:00:00,29645.1,29684.6,29552.3,29552.4,9476.601
2023-08-02 15:00:00,29552.3,29643.7,29550.0,29570.1,9725.787
2023-08-02 16:00:00,29570.2,29571.0,29360.0,29481.5,40734.058
2023-08-02 17:00:00,29481.5,29490.0,29410.6,29443.0,13486.414
2023-08-02 18:00:00,29443.0,29532.1,29430.8,29525.0,9047.711
2023-08-02 19:00:00,29525.0,29565.4,29489.4,29552.9,11896.781
2023-08-02 20:00:00,29552.8,29599.0,29450.2,29451.1,15257.946
2023-08-02 21:00:00,29451.0,29455.3,29331.3,29402.6,22139.147
2023-08-02 22:00:00,29402.7,29405.5,29240.0,29263.0,30809.159
2023-08-02 23:00:00,29263.0,29357.6,29156.0,29312.6,29711.374
2023-08-03 00:00:00,29312.5,29357.0,28906.3,29014.2,56589.953
2023-08-03 01:00:00,29014.3,29249.2,28951.1,29137.4,35790.132
2023-08-03 02:00:00,29137.5,29153.2,29019.0,29138.0,14741.097
2023-08-03 03:00:00,29138.0,29200.0,29118.2,29141.8,8766.663
2023-08-03 04:00:00,29141.8,29161.7,29093.0,29129.9,5085.637
2023-08-03 05:00:00,29129.9,29198.0,29050.3,29166.9,6469.96
2023-08-03 06:00:00,29166.9,29229.1,29156.4,29174.0,7342.88
2023-08-03 07:00:00,29174.0,29179.0,29120.7,29170.1,4925.012
2023-08-03 08:00:00,29170.2,29216.4,29150.0,29158.1,5605.665
2023-08-03 09:00:00,29158.0,29273.1,29141.9,29240.9,7458.198
2023-08-03 10:00:00,29240.9,29261.9,29110.0,29160.5,7498.623
2023-08-03 11:00:00,29160.5,29171.7,29116.0,29170.1,3568.617
2023-08-03 12:00:00,29170.1,29185.2,29070.8,29126.1,6284.754
2023-08-03 13:00:00,29126.2,29146.3,29078.0,29140.1,4269.141
2023-08-03 14:00:00,29140.0,29148.0,29025.0,29076.8,7044.134
2023-08-03 15:00:00,29076.7,29097.4,29005.0,29034.0,11285.888
2023-08-03 16:00:00,29034.0,29115.9,28955.4,29110.9,17810.217
2023-08-03 17:00:00,29110.9,29156.6,29094.5,29141.0,8704.578
2023-08-03 18:00:00,29141.0,29193.5,29138.1,29161.8,6878.882
2023-08-03 19:00:00,29161.8,29178.1,29114.5,29134.2,5877.276
2023-08-03 20:00:00,29134.1,29157.4,29068.0,29097.2,8573.105
2023-08-03 21:00:00,29097.2,29234.4,29095.3,29184.9,13530.675
2023-08-03 22:00:00,29184.9,29440.0,29168.8,29380.1,31376.403
2023-08-03 23:00:00,29380.0,29430.1,29185.0,29244.4,24873.108
2023-08-04 00:00:00,29244.4,29320.8,29202.0,29286.7,13582.336
2023-08-04 01:00:00,29286.6,29359.9,29212.0,29215.7,15252.993
2023-08-04 02:00:00,29215.7,29259.8,29119.3,29255.2,14682.373
2023-08-04 03:00:00,29255.1,29292.4,29203.8,29265.7,5740.97
2023-08-04 04:00:00,29265.6,29352.4,29255.5,29293.8,12009.88
2023-08-04 05:00:00,29293.8,29331.5,29217.0,29244.5,5879.957
2023-08-04 06:00:00,29244.6,29260.2,29150.0,29220.8,10561.729
2023-08-04 07:00:00,29220.8,29231.1,29178.6,29180.2,3618.44
2023-08-04 08:00:00,29180.1,29244.4,29150.0,29222.1,7691.576
2023-08-04 09:00:00,29222.0,29225.2,29174.6,29184.3,3674.43
2023-08-04 10:00:00,29184.4,29199.9,29079.6,29150.1,8542.818
2023-08-04 11:00:00,29150.2,29166.3,29120.0,29152.6,4539.937
2023-08-04 12:00:00,29152.6,29199.5,29120.3,29199.4,3973.393
2023-08-04 13:00:00,29199.4,29241.6,29186.7,29225.1,5015.343
2023-08-04 14:00:00,29225.0,29243.9,29170.3,29184.8,5056.665
2023-08-04 15:00:00,29184.7,29204.4,29153.6,29201.6,4828.04
2023-08-04 16:00:00,29201.6,29250.0,29160.6,29172.1,7738.903
2023-08-04 17:00:00,29172.0,29215.0,29160.0,29190.9,4466.668
2023-08-04 18:00:00,29190.9,29191.0,29135.2,29152.8,5325.755
2023-08-04 19:00:00,29152.8,29176.0,29121.3,29157.2,4982.912
2023-08-04 20:00:00,29157.2,29263.2,29116.0,29208.7,16332.375
2023-08-04 21:00:00,29208.7,29323.8,29196.0,29225.0,17595.302
2023-08-04 22:00:00,29225.0,29275.2,29152.2,29240.4,13481.747
2023-08-04 23:00:00,29240.4,29291.0,29215.4,29258.8,6306.972
2023-08-05 00:00:00,29258.8,29273.6,29233.3,29251.7,4845.255
2023-08-05 01:00:00,29251.6,29258.0,29181.8,29188.0,5003.886
2023-08-05 02:00:00,29188.0,29188.0,28919.9,29048.1,38756.877
2023-08-05 03:00:00,29048.0,29096.0,29001.0,29021.0,12887.317
2023-08-05 04:00:00,29021.0,29073.7,28780.0,28952.1,26033.209
2023-08-05 05:00:00,28952.1,29094.9,28942.3,29042.5,12588.614
2023-08-05 06:00:00,29042.5,29081.8,29042.5,29042.7,4158.152
2023-08-05 07:00:00,29042.8,29115.0,29040.5,29101.1,5569.527
2023-08-05 08:00:00,29101.1,29145.0,29081.1,29104.9,5681.994
